# PV efficiency (%)	kWh / kg(Battery)	Reverse osmosis recovery rate	kg($H_{2}$) / kWh(Electricity)	LCA Result: Climate change
# ['Photovoltaic', 'Efficiency', 'Value']	['Battery', 'Energy density (kWh/kg)', 'Value']	['Reverse Osmosis', 'Recovery Rate', 'Value']	['Electrolyzer', 'Conversion efficiency (kg H2/kWh)', 'Value']	
# value	value	value	value	
# [0.2 0.4]	[0.1 0.2]	[0.4 0.9]	[0.0185 0.025 ]	
3.954643110039566811e-01	1.965619328869808169e-01	6.660298664609720642e-01	2.111756902065712455e-02	1.289101138608127961e+01
3.508016133856819985e-01	1.704271370257082752e-01	8.960205595597359185e-01	1.893796913024351977e-02	1.655827214335431208e+01
2.548459233101350585e-01	1.516498019183768753e-01	5.636041238380128382e-01	2.222339642691354908e-02	1.601052090638783909e+01
3.595504008850188837e-01	1.115824675325168269e-01	6.622129477770415384e-01	2.203113573819301743e-02	2.138558658282001801e+01
3.025057102837674927e-01	1.310966780605511139e-01	6.939488640541284781e-01	2.314165818288699966e-02	1.752655554754748479e+01
3.441178704790675558e-01	1.473085522176762474e-01	5.138293844924410880e-01	2.353209284458158967e-02	1.533393893735148872e+01
3.919908228357891211e-01	1.781017188818290742e-01	8.658381089263340602e-01	1.903497159301310512e-02	1.572056566768259067e+01
3.667653770333762497e-01	1.432813102727358567e-01	6.727775787564821419e-01	2.408187603343110023e-02	1.535233940774649497e+01
2.068941966142110456e-01	1.017688529382514417e-01	7.626138362962890938e-01	2.447475106171186771e-02	2.145464456480826243e+01
3.957984852830267464e-01	1.493339931447074109e-01	4.821864188690639375e-01	2.003104920297679378e-02	1.768851068053218967e+01
2.533988977427501510e-01	1.681065260584896359e-01	4.820610152081697408e-01	2.142511918675149216e-02	1.507466015848951990e+01
3.301943736203950541e-01	1.109512311089684844e-01	6.970784331878260298e-01	1.974995606489907823e-02	2.404747364631994699e+01
3.063062468059359333e-01	1.690206271417369344e-01	8.327944886054735596e-01	1.918896318628005720e-02	1.657512535078011240e+01
3.661874916422331872e-01	1.774920030992367947e-01	7.089897040813810669e-01	2.381517888264145233e-02	1.264275550544743076e+01
2.318681642602838100e-01	1.290733576345658440e-01	4.139992461350689434e-01	1.979574162271387910e-02	2.104145882953468316e+01
3.349312840603007047e-01	1.087565646247786039e-01	5.465394027619252526e-01	2.411758874182300810e-02	2.006894231069784951e+01
3.802513764282927644e-01	1.136757719009275913e-01	7.997847580191972394e-01	2.016235424394638084e-02	2.291396170602963167e+01
3.157153800515123399e-01	1.780474006654622077e-01	7.249495584216694155e-01	1.912505767813765106e-02	1.580580254803392570e+01
3.172049968613075421e-01	1.313982099159090589e-01	7.685645876398408127e-01	2.119493167480621457e-02	1.905946736258406204e+01
2.584114117613924844e-01	1.885996121806333137e-01	8.477620442993485383e-01	2.143242828590686752e-02	1.351329530635282872e+01
2.434772382200060536e-01	1.457602326300711237e-01	8.687250385329976510e-01	2.109401428051236801e-02	1.755384378465401340e+01
3.231578259649487972e-01	1.537353438277823392e-01	4.329683523163886383e-01	2.174149424983523593e-02	1.597240686801927190e+01
2.466578816308016009e-01	1.107225899861528778e-01	7.764655675449412264e-01	2.477987894404704364e-02	1.940323668987590366e+01
2.988269006746882006e-01	1.584719677445990960e-01	7.835104767964149453e-01	2.320729315657964198e-02	1.458804167971657506e+01
3.891751639591447542e-01	1.136477257021507453e-01	8.687958869367149450e-01	1.853088667787942956e-02	2.492164109080440326e+01
2.530995280266266079e-01	1.132354225187712504e-01	6.177928185075425294e-01	2.455368457491867440e-02	1.914534597746494882e+01
2.423243200111508677e-01	1.658033474608645030e-01	6.372553391873851947e-01	2.326727545817948786e-02	1.409951395027886001e+01
3.975756803026668784e-01	1.465527706903476668e-01	8.250352777269717164e-01	2.453854835113998545e-02	1.470127598741113140e+01
2.671878998492641655e-01	1.267165180690638937e-01	4.352536299884529059e-01	1.910795443235779531e-02	2.204041864495560787e+01
2.797583597276068201e-01	1.786346059669525199e-01	4.205050645384367236e-01	2.355477371081387064e-02	1.287652933377361997e+01
3.847669181545957384e-01	1.951441407118783833e-01	8.894936113246908471e-01	2.396045478728437567e-02	1.145427200121414835e+01
3.951955848390663606e-01	1.406648687605428771e-01	8.583331553915494183e-01	2.090825759343968235e-02	1.795434829673801858e+01
3.914082836047604319e-01	1.890384316735805870e-01	8.264829933836962406e-01	2.213277989144799701e-02	1.277217071950324723e+01
2.911794392711566370e-01	1.264493283955404612e-01	7.803041322654238332e-01	2.020510250602848557e-02	2.081232090786099675e+01
3.872079375174885540e-01	1.573055549910377382e-01	5.434022368676532100e-01	2.098486657910623998e-02	1.607214941132436437e+01
3.182718653882000703e-01	1.548441981601544060e-01	5.665672551547102920e-01	2.125796870147311432e-02	1.623452189232948228e+01
2.146585376987599769e-01	1.248842918611297037e-01	8.053014030722865924e-01	2.043174874722166953e-02	2.111656093197239414e+01
2.209367448086809738e-01	1.220206837536019218e-01	4.067283473717816511e-01	2.043178763152960278e-02	2.155495250533256524e+01
3.402427273622871118e-01	1.708672213703119058e-01	4.183209971078322709e-01	2.223891348606734861e-02	1.408516867381460358e+01
3.961284384186308793e-01	1.418051543518529245e-01	6.288787615660051955e-01	2.247282623661045128e-02	1.657336656855160584e+01
3.556982206548269243e-01	1.096254491841986145e-01	4.516157731642053696e-01	1.972109708458444008e-02	2.431198135748951827e+01
2.777699745744107718e-01	1.427791198953601848e-01	6.073220016297533608e-01	2.441630155360477103e-02	1.536511873351869895e+01
2.114679303926484122e-01	1.471724175445445204e-01	5.490048929204237593e-01	2.343882788232034414e-02	1.578188419667311848e+01
3.564893514938438646e-01	1.155530058360244028e-01	7.620867795137397094e-01	2.269603579366904350e-02	2.007174387973749319e+01
3.515885056079864901e-01	1.602861169413951903e-01	7.083499050071484504e-01	1.936921110960572109e-02	1.716609730837916103e+01
2.157444873917681027e-01	1.167933455566660395e-01	7.598683410526168025e-01	1.903846603445505034e-02	2.414280096515684093e+01
2.885003192169303121e-01	1.580914599127428710e-01	7.668208476511020333e-01	1.992618329034672939e-02	1.705787228477003126e+01
3.614757764647888449e-01	1.317656823720760317e-01	8.434402613923586145e-01	2.489362360751119774e-02	1.610967673533541955e+01
3.788384883468826625e-01	1.811073456095909084e-01	7.455450262321312582e-01	2.252086579798082827e-02	1.309506125383388664e+01
3.816573612098149715e-01	1.932901447794723726e-01	5.223594644461886372e-01	1.948396635441004485e-02	1.421995262377783931e+01
2.000637797322281086e-01	1.166440418182038419e-01	4.141194208650427200e-01	1.961674380903177112e-02	2.354868824708140451e+01
2.483460855344120366e-01	1.049751089939545828e-01	6.431234038951513243e-01	2.198561019047277909e-02	2.301098975091859344e+01
